lead_id,customer_summary,agent_summary,stage
4109,"Called about getting a second opinion on a crown that was recommended by another dentist, asking about the cost of a new patient consultation and exam.",Informed them of the fee for a second opinion consultation and mentioned that a full examination would be needed to provide a proper assessment of the crown recommendation.,2
4110,"Asked for a general price estimate for a single dental crown, and wanted to know about the available payment plans, as it was an unexpected expense they needed to budget for.","Gave a typical price range for a crown and discussed the clinic's various payment plan options and financing partners, helping them understand their financial choices.",2
4111,Stated they were specifically looking for a family-friendly clinic with a pediatric dentist and wanted to know more about the clinic's experience and approach with children.,"Detailed the clinic's approach to pediatric dentistry and the services they offer for young patients, emphasizing a fun and stress-free environment.",1
4112,"Called to cancel an upcoming routine cleaning appointment and did not express any desire to reschedule, stating they would call back whenever they were ready.","Confirmed the cancellation and noted that they would not be rescheduling at this time, offering to assist with a new booking in the future.",0
4113,"Asked about the safety and process of professional teeth whitening, specifically mentioning they had sensitive teeth and were concerned about discomfort.",Explained the clinic's use of desensitizing agents and custom-fitted trays to minimize sensitivity during the professional whitening process.,1
4114,"Described a broken tooth and inquired about the options for immediate repair, mentioning they wanted it fixed as quickly as possible before a major life event.","Suggested either a filling or a crown, depending on the extent of the damage, and prioritized getting them an urgent appointment to address the issue before their event.",2
4115,Inquired about the cost of a full set of dental veneers and asked to see before-and-after photos of past cosmetic cases.,Provided a detailed cost estimate for the veneers and directed them to the clinic's online gallery of cosmetic results.,2
4116,Called to find out about the clinic's holiday hours for the upcoming Labor Day weekend.,Informed them of the specific days the clinic would be closed and the hours for the days they were open.,0
4117,Expressed strong interest in getting Invisalign to straighten their teeth but had concerns about the total cost and the overall duration of the treatment plan.,"Provided a cost breakdown for Invisalign and gave a typical treatment timeline, emphasizing the need for a consultation to get a precise, personalized plan and quote.",2
4118,Mentioned they had an old silver amalgam filling that they would like to have replaced with a more aesthetic tooth-colored composite filling.,"Confirmed that the clinic performs this procedure and gave the estimated cost of a composite filling, offering to book a time for the replacement.",1
4119,"Had a general question about their insurance and whether they could use their remaining annual coverage for an upcoming, specific procedure.","Offered to look up their specific plan details and verify their remaining benefits for the year, ensuring they can maximize their coverage.",1
4120,"Stated they had a filling fall out and needed to get it fixed urgently, asking if there were any same-day spots available to prevent further issues.",Found an immediate opening for a filling repair and scheduled them for an appointment later in the afternoon to address their urgent need.,2
4121,Called to ask if they could be seen for a consult about getting a new set of dentures because their current ones were ill-fitting and painful.,Scheduled them for a denture consultation and answered a few preliminary questions about the process of getting custom-fitted dentures.,2
4122,Inquired about the cost of a single dental implant and also asked about the financing options available to make the payment manageable.,"Provided a cost range for the implant and described the various payment plans and financing options for the procedure, helping them with their financial concerns.",2
4123,"Called to check if a specific dentist was still working at the clinic and when their next availability was, as they had been recommended by a friend.","Confirmed the dentist's employment and provided their schedule for the upcoming week, offering to book a new patient exam with them.",1
4124,Expressed curiosity about the dental implant process but was just in the research phase and not ready to book an appointment.,"Gave a brief overview of the procedure and offered to send them a detailed informational packet via email, without pushing for an immediate consultation.",0
4125,Asked about the cost of a dental crown and whether the clinic uses a specific type of material like porcelain or zirconia.,"Gave the typical price range for a crown and explained the different materials available, such as porcelain and zirconia, and the benefits of each.",1
4126,"Mentioned a broken bracket on their braces and asked if they could come in right away to get it fixed, as it was causing irritation and pain.",Recognized the need for an urgent fix and scheduled an emergency orthodontic appointment for them that same day.,2
4127,Called to inquire about the cost of a deep cleaning versus a regular cleaning and asked what the differences were in the procedure.,"Explained the difference between the two procedures and gave a price comparison for both services, noting that a dentist would determine which was necessary.",1
4128,Asked a general question about the benefits of an electric toothbrush versus a manual one and what the clinic recommends for better oral hygiene.,"Provided general information on the benefits of electric toothbrushes but did not recommend a specific treatment, encouraging them to book a checkup for personalized advice.",0
4129,Stated they needed an extraction for a wisdom tooth and asked for a quote and the earliest available appointment.,Provided a cost range for the extraction and found an available time slot for them to come in within the next few days.,2
4130,Called to ask about the cost of a single dental implant and if they could use their insurance for a portion of the cost.,"Gave a detailed cost estimate and offered to verify their insurance coverage for the procedure, explaining how to submit a claim.",2
4131,Had a general question about their insurance and whether the clinic accepts their specific plan.,Confirmed the clinic accepts their insurance and offered to check for specific coverage details on their behalf.,1
4132,Expressed interest in dental bonding for a small chip and asked if it would be a good aesthetic option for them.,Explained the benefits of bonding for minor chips and suggested a consultation to see if it was the right choice for their cosmetic goals.,1
4133,"Asked about the cost of a root canal and if they could pay in installments, as it was an unexpected and expensive procedure.","Provided a cost range for the procedure and outlined the clinic's financing and payment plan options, making the treatment more accessible.",2
4134,Called to get a quote for a dental bridge to replace a missing tooth and wanted to know about the timeline for the procedure.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote and to determine the timeline.,1
4135,Asked if the clinic offers emergency appointments for a chipped tooth and if they could be seen today.,Confirmed that they offer emergency services and scheduled them for an appointment later that day to fix the chip.,2
4136,Expressed curiosity about invisible aligners and asked to know more about the process and whether they could see what their teeth would look like after treatment.,Described the different stages of aligner treatment and encouraged them to come in for a free consultation to get a digital scan and preview their new smile.,1
4137,Called to ask about the cost of an oral cancer screening and what the procedure involves during a typical check-up.,"Explained that an oral cancer screening is included in a regular exam and gave the price for a new patient visit, describing the visual and physical check performed.",1
4138,Mentioned they were just beginning to research cosmetic dentistry and asked for general information on a few different services without a specific treatment in mind.,"Provided a high-level overview of the cosmetic services offered, like veneers and whitening, without pushing for an immediate appointment.",0
4139,Stated they had a crown fall off and wanted to know if they could get it re-cemented as soon as possible to prevent discomfort or further damage.,Urged them to come in to prevent further damage and scheduled an urgent appointment for the re-cementing that same day.,2
4140,"Inquired about getting a single tooth whitened to match the rest of their teeth after a root canal, as it had become discolored.","Explained the internal whitening procedure and provided a cost estimate, suggesting a consultation to evaluate the case and ensure a perfect color match.",1
4141,Called to find out if the clinic was open on weekends and if they had a specific oral surgeon on staff that a friend had recommended.,"Confirmed the weekend hours and that the surgeon they asked about was part of the team, but no booking was made.",0
4142,"Asked if the clinic could help with a sore jaw and general teeth grinding issues, and what the diagnostic process would be like.",Explained the clinic's approach to diagnosing and treating TMD and suggested they book an exam to determine the best course of action.,1
4143,Stated they had a broken tooth and asked for a quote for a crown and the soonest possible appointment to get it fixed.,Gave a cost estimate for the crown and found an urgent appointment slot for them to come in for the repair that week.,2
4144,"Inquired about the cost of a full mouth of veneers and how long the entire process takes, from initial consultation to final placement.","Provided a price range and a detailed timeline for the procedure, noting that a consultation is required for an exact quote and treatment plan.",2
4145,Had questions about the cost and procedure for a dental implant and was interested in paying with a specific type of financing they had already researched.,"Gave a cost breakdown for the implant and confirmed the clinic works with the financing partner they mentioned, offering to assist with the application.",2
4146,Called to check if they were in-network with a new insurance plan they had recently acquired and how to provide that information before their next visit.,"Confirmed they were in-network with the new plan and offered to verify their coverage for a specific procedure, asking for their insurance card details.",1
4147,Asked about the clinic's policies regarding late cancellations and what the fee would be if they were unable to make their appointment on time.,"Explained the cancellation policy and the associated fee for last-minute cancellations, offering to help reschedule if needed.",0
4148,Expressed interest in getting a new set of full dentures because their old ones were ill-fitting and causing discomfort when eating.,Scheduled them for a denture consultation to get custom-fitted dentures that would be more comfortable and functional.,2
4149,Inquired about the cost of a child's first dental visit and if there were any special offers for families booking multiple appointments.,"Provided the cost for a pediatric exam and explained the family discount they offer for new patients, encouraging them to book all family members at once.",1
4150,"Stated they had a painful, swollen gum and asked if they could be seen today for an emergency appointment to find out the cause.",Prioritized their condition as an emergency and found an immediate opening for them to come in for a diagnosis and treatment plan.,2
4151,Called to find out if the clinic was open during the upcoming holiday weekend.,Gave the office hours for the holiday weekend and confirmed which specific days the clinic would be closed.,0
4152,Expressed curiosity about the dental implant process but was just in the research phase and not ready to book.,Gave a brief overview of the procedure and offered to send them a detailed informational packet via email.,0
4153,Asked about the cost of a routine dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
4154,"Stated they had a filling fall out and needed to get it fixed urgently, asking about the soonest available appointment.",Prioritized their situation and found an emergency slot for them to come in later that same day.,2
4155,Expressed interest in orthodontic treatment but was worried about the appearance of traditional braces.,Brought up Invisalign as a discreet alternative and scheduled a free consultation to discuss it further.,2
4156,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
4157,Asked if the clinic offers sedation for dental procedures and if it's covered by insurance.,Confirmed they offer various sedation options and noted that coverage depends on the specific policy.,1
4158,Called to inquire about what age children should start seeing a dentist regularly.,Provided the recommended age range and described what a first dental visit for a child entails.,0
4159,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
4160,"Stated they have a loose filling and need to get it fixed soon, asking about the soonest available appointment.",Recognized the urgency and found an opening for a filling repair for them within the next two days.,2
4161,Asked if they can book a cleaning appointment for their child and requested a cost estimate.,Confirmed they can schedule the appointment and provided the fee for a pediatric dental cleaning.,2
4162,Expressed dissatisfaction with their current dentist and asked if this clinic was accepting new patients.,Confirmed they are accepting new patients and invited them to book a 'get to know us' consultation.,1
4163,"Had a series of questions about dental implants, including the number of appointments required and the total cost.","Provided a step-by-step overview of the implant process and gave an estimated cost range, suggesting a detailed consultation.",2
4164,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
4165,Called to request their dental records to be sent to a new clinic they were moving to.,Explained the procedure for record transfers and asked for the necessary information to complete the request.,0
4166,"Stated they had a sudden toothache and asked if they could be seen today, explaining the pain was very severe.",Immediately offered an emergency appointment time and gave them directions to the clinic.,2
4167,Expressed interest in replacing a missing tooth and asked about both bridges and implants.,Outlined the pros and cons of both options and suggested a consultation to determine the best fit for their situation.,2
4168,Had questions about the cost of a complete set of dentures and whether the clinic offers them.,"Confirmed they offer dentures and gave a price range, noting that a custom quote would require an exam.",1
4169,"Inquired about the different types of fillings available, specifically mentioning composite and amalgam.","Explained the differences between the materials and the pros and cons of each, noting that the dentist would recommend the best one.",1
4170,Called to find out if the clinic was open on Saturdays and what their earliest appointment time was.,"Provided the Saturday hours and the earliest booking slot, but no specific treatment was mentioned.",0
4171,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
4172,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
4173,Called about getting a second opinion on a recommended crown and asked about the fee for a consultation.,Informed them of the consultation fee and mentioned that a full exam would be needed to give a proper second opinion.,2
4174,Asked for a general price estimate for a crown and if they could pay in installments.,Gave a typical price range for a crown and discussed the clinic's various payment plan options and financing partners.,2
4175,Said they were looking for a pediatric dentist and wanted to know about the clinic's experience with children.,Detailed the clinic's approach to pediatric dentistry and the services they offer for young patients.,1
4176,"Called to cancel an appointment and did not reschedule, stating they would call back later.","Confirmed the cancellation and offered to assist with rescheduling when they were ready, but they declined.",0
4177,Asked about the safety and process of professional teeth whitening for sensitive teeth.,Explained the clinic's use of desensitizing agents and customized trays to minimize sensitivity during the process.,1
4178,"Described a broken tooth and inquired about the options for repair, mentioning they wanted it fixed quickly.",Suggested either a filling or a crown depending on the extent of the damage and prioritized getting them an appointment.,2
4179,Inquired about the cost of a full set of veneers and asked to see before-and-after photos of past cases.,Provided a detailed estimate for the veneers and directed them to the clinic's online gallery of cosmetic results.,2
4180,Called to find out about the clinic's holiday hours for the upcoming long weekend.,Informed them of the specific days the clinic would be closed and the hours for the days they were open.,0
4181,Expressed interest in getting Invisalign but had concerns about the cost and the duration of the treatment.,"Provided a cost breakdown for Invisalign and gave a typical timeline, emphasizing the need for a consultation to get a precise plan.",2
4182,Mentioned they have an old silver filling they would like to have replaced with a tooth-colored one.,Confirmed that the clinic can do this procedure and gave the estimated cost of a composite filling.,1
4183,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
4184,"Stated they had a filling fall out and needed to get it fixed urgently, asking if there were any same-day spots.",Found an immediate opening for a filling and scheduled them for an appointment later in the afternoon.,2
4185,Called to ask if they could be seen for a consult about getting a new set of dentures.,Scheduled them for a denture consultation and answered a few preliminary questions about the process.,2
4186,Inquired about the cost of a single dental implant and the financing options available.,Provided a cost range for the implant and described the payment plans and financing options for the procedure.,2
4187,Called to check if a specific dentist was still working at the clinic and when their next availability was.,Confirmed the dentist's employment and provided their schedule for the upcoming week.,1
4188,Expressed curiosity about the dental implant process but was just in the research phase.,Gave a brief overview of the procedure and offered to send them a detailed informational packet.,0
4189,Asked about the cost of a dental crown and whether the clinic uses a specific type of material.,"Gave the typical price range for a crown and explained the different materials available, such as porcelain and zirconia.",1
4190,Mentioned a broken bracket on their braces and asked if they could come in right away to get it fixed.,Recognized the need for an urgent fix and scheduled an emergency orthodontic appointment for them that day.,2
4191,Called to inquire about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
4192,Asked a general question about the benefits of an electric toothbrush versus a manual one.,Provided general information on the benefits of electric toothbrushes but did not recommend a specific treatment.,0
4193,Stated they needed an extraction and asked for a quote and the earliest available appointment.,Provided a cost range for the extraction and found an available time slot for them to come in within the next few days.,2
4194,Called to ask about the cost of a single dental implant and if they could use their insurance for it.,Gave a detailed cost estimate and offered to verify their insurance coverage for the procedure.,2
4195,Had a general question about their insurance and whether the clinic accepts their plan.,Confirmed the clinic accepts their insurance and offered to check for specific coverage details.,1
4196,Expressed interest in dental bonding for a small chip and asked if it was a good option for them.,Explained the benefits of bonding for minor chips and suggested a consultation to see if it was the right choice.,1
4197,Asked about the cost of a root canal and if they could pay in installments.,Provided a cost range for the procedure and outlined the clinic's financing and payment plan options.,2
4198,Called to get a quote for a dental bridge to replace a missing tooth.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote.,1
4199,Asked if the clinic offers emergency appointments for a chipped tooth and if they could be seen today.,Confirmed that they offer emergency services and scheduled them for an appointment later that day to fix the chip.,2
4200,Expressed curiosity about invisible aligners and asked to know more about the process.,Described the different stages of aligner treatment and encouraged them to come in for a free consultation.,1
4201,Called to ask about the cost of an oral cancer screening and what it involves.,Explained that an oral cancer screening is included in a regular exam and gave the price for a new patient visit.,1
4202,Mentioned they were just beginning to research cosmetic dentistry and asked for general information.,"Provided a high-level overview of the cosmetic services offered, like veneers and whitening, without pushing for an appointment.",0
4203,Stated they had a crown fall off and wanted to know if they could get it recemented as soon as possible.,Urged them to come in to prevent further damage and scheduled an urgent appointment for the recementing.,2
4204,Inquired about getting a single tooth whitened to match the rest of their teeth after a root canal.,"Explained the internal whitening procedure and provided a cost estimate, suggesting a consultation to evaluate the case.",1
4205,Called to find out if the clinic was open on weekends and if they had a specific oral surgeon on staff.,"Confirmed the weekend hours and that the surgeon they asked about was part of the team, but did not book a visit.",0
4206,Asked if the clinic could help with a sore jaw and general teeth grinding issues.,Explained the clinic's approach to treating TMD and suggested they book an exam to determine the best course of action.,1
4207,Stated they had a broken tooth and asked for a quote for a crown and to be seen as soon as possible.,Gave a cost estimate for the crown and found an urgent appointment slot for them to come in for the repair.,2
4208,Inquired about the cost of a full mouth of veneers and how long the process takes.,"Provided a price range and a timeline for the procedure, noting that a consultation is required for an exact quote.",2
4209,Had questions about the cost and procedure for a dental implant and was interested in paying with a specific type of financing.,Gave a cost breakdown for the implant and confirmed the clinic works with the financing partner they mentioned.,2
4210,Called to check if they were in-network with a new insurance plan they had recently acquired.,Confirmed they were in-network and offered to verify their coverage for a specific procedure.,1
4211,Asked about the clinic's policies regarding late cancellations and what the fee was.,Explained the cancellation policy and the associated fee for last-minute cancellations.,0
4212,Expressed interest in getting a new set of dentures because their old ones were ill-fitting.,Scheduled them for a denture consultation to get custom-fitted dentures and a new smile.,2
4213,Inquired about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
4214,"Stated they had a painful, swollen gum and asked if they could be seen today for an emergency appointment.",Prioritized their condition as an emergency and found an immediate opening for them to come in for an assessment.,2
4215,Called to find out if the clinic was open during the upcoming holiday weekend.,Gave the office hours for the holiday weekend and confirmed which specific days the clinic would be closed.,0
4216,Expressed curiosity about the dental implant process but was just in the research phase and not ready to book.,Gave a brief overview of the procedure and offered to send them a detailed informational packet via email.,0
4217,Asked about the cost of a routine dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
4218,"Stated they had a filling fall out and needed to get it fixed urgently, asking about the soonest available appointment.",Prioritized their situation and found an emergency slot for them to come in later that same day.,2
4219,Expressed interest in orthodontic treatment but was worried about the appearance of traditional braces.,Brought up Invisalign as a discreet alternative and scheduled a free consultation to discuss it further.,2
4220,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
4221,Asked if the clinic offers sedation for dental procedures and if it's covered by insurance.,Confirmed they offer various sedation options and noted that coverage depends on the specific policy.,1
4222,Called to inquire about what age children should start seeing a dentist regularly.,Provided the recommended age range and described what a first dental visit for a child entails.,0
4223,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
4224,"Stated they have a loose filling and need to get it fixed soon, asking about the soonest available appointment.",Recognized the urgency and found an opening for a filling repair for them within the next two days.,2
4225,Asked if they can book a cleaning appointment for their child and requested a cost estimate.,Confirmed they can schedule the appointment and provided the fee for a pediatric dental cleaning.,2
4226,Expressed dissatisfaction with their current dentist and asked if this clinic was accepting new patients.,Confirmed they are accepting new patients and invited them to book a 'get to know us' consultation.,1
4227,"Had a series of questions about dental implants, including the number of appointments required and the total cost.","Provided a step-by-step overview of the implant process and gave an estimated cost range, suggesting a detailed consultation.",2
4228,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
4229,Called to request their dental records to be sent to a new clinic they were moving to.,Explained the procedure for record transfers and asked for the necessary information to complete the request.,0
4230,"Stated they had a sudden toothache and asked if they could be seen today, explaining the pain was very severe.",Immediately offered an emergency appointment time and gave them directions to the clinic.,2
4231,Expressed interest in replacing a missing tooth and asked about both bridges and implants.,Outlined the pros and cons of both options and suggested a consultation to determine the best fit for their situation.,2
4232,Had questions about the cost of a complete set of dentures and whether the clinic offers them.,"Confirmed they offer dentures and gave a price range, noting that a custom quote would require an exam.",1
4233,"Inquired about the different types of fillings available, specifically mentioning composite and amalgam.","Explained the differences between the materials and the pros and cons of each, noting that the dentist would recommend the best one.",1
4234,Called to find out if the clinic was open on Saturdays and what their earliest appointment time was.,"Provided the Saturday hours and the earliest booking slot, but no specific treatment was mentioned.",0
4235,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
4236,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
4237,Called about getting a second opinion on a recommended crown and asked about the fee for a consultation.,Informed them of the consultation fee and mentioned that a full exam would be needed to give a proper second opinion.,2
4238,Asked for a general price estimate for a crown and if they could pay in installments.,Gave a typical price range for a crown and discussed the clinic's various payment plan options and financing partners.,2
4239,Said they were looking for a pediatric dentist and wanted to know about the clinic's experience with children.,Detailed the clinic's approach to pediatric dentistry and the services they offer for young patients.,1
4240,"Called to cancel an appointment and did not reschedule, stating they would call back later.","Confirmed the cancellation and offered to assist with rescheduling when they were ready, but they declined.",0
4241,Asked about the safety and process of professional teeth whitening for sensitive teeth.,Explained the clinic's use of desensitizing agents and customized trays to minimize sensitivity during the process.,1
4242,"Described a broken tooth and inquired about the options for repair, mentioning they wanted it fixed quickly.",Suggested either a filling or a crown depending on the extent of the damage and prioritized getting them an appointment.,2
4243,Inquired about the cost of a full set of veneers and asked to see before-and-after photos of past cases.,Provided a detailed estimate for the veneers and directed them to the clinic's online gallery of cosmetic results.,2
4244,Called to find out about the clinic's holiday hours for the upcoming long weekend.,Informed them of the specific days the clinic would be closed and the hours for the days they were open.,0
4245,Expressed interest in getting Invisalign but had concerns about the cost and the duration of the treatment.,"Provided a cost breakdown for Invisalign and gave a typical timeline, emphasizing the need for a consultation to get a precise plan.",2
4246,Mentioned they have an old silver filling they would like to have replaced with a tooth-colored one.,Confirmed that the clinic can do this procedure and gave the estimated cost of a composite filling.,1
4247,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
4248,"Stated they had a filling fall out and needed to get it fixed urgently, asking if there were any same-day spots.",Found an immediate opening for a filling and scheduled them for an appointment later in the afternoon.,2
4249,Called to ask if they could be seen for a consult about getting a new set of dentures.,Scheduled them for a denture consultation and answered a few preliminary questions about the process.,2
4250,Inquired about the cost of a single dental implant and the financing options available.,Provided a cost range for the implant and described the payment plans and financing options for the procedure.,2
4251,Called to check if a specific dentist was still working at the clinic and when their next availability was.,Confirmed the dentist's employment and provided their schedule for the upcoming week.,1
4252,Expressed curiosity about the dental implant process but was just in the research phase.,Gave a brief overview of the procedure and offered to send them a detailed informational packet.,0
4253,Asked about the cost of a dental crown and whether the clinic uses a specific type of material.,"Gave the typical price range for a crown and explained the different materials available, such as porcelain and zirconia.",1
4254,Mentioned a broken bracket on their braces and asked if they could come in right away to get it fixed.,Recognized the need for an urgent fix and scheduled an emergency orthodontic appointment for them that day.,2
4255,Called to inquire about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
4256,Asked a general question about the benefits of an electric toothbrush versus a manual one.,Provided general information on the benefits of electric toothbrushes but did not recommend a specific treatment.,0
4257,Stated they needed an extraction and asked for a quote and the earliest available appointment.,Provided a cost range for the extraction and found an available time slot for them to come in within the next few days.,2
4258,Called to ask about the cost of a single dental implant and if they could use their insurance for it.,Gave a detailed cost estimate and offered to verify their insurance coverage for the procedure.,2
4259,Had a general question about their insurance and whether the clinic accepts their plan.,Confirmed the clinic accepts their insurance and offered to check for specific coverage details.,1
4260,Expressed interest in dental bonding for a small chip and asked if it was a good option for them.,Explained the benefits of bonding for minor chips and suggested a consultation to see if it was the right choice.,1
4261,Asked about the cost of a root canal and if they could pay in installments.,Provided a cost range for the procedure and outlined the clinic's financing and payment plan options.,2
4262,Called to get a quote for a dental bridge to replace a missing tooth.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote.,1
4263,Asked if the clinic offers emergency appointments for a chipped tooth and if they could be seen today.,Confirmed that they offer emergency services and scheduled them for an appointment later that day to fix the chip.,2
4264,Expressed curiosity about invisible aligners and asked to know more about the process.,Described the different stages of aligner treatment and encouraged them to come in for a free consultation.,1
4265,Called to ask about the cost of an oral cancer screening and what it involves.,Explained that an oral cancer screening is included in a regular exam and gave the price for a new patient visit.,1
4266,Mentioned they were just beginning to research cosmetic dentistry and asked for general information.,"Provided a high-level overview of the cosmetic services offered, like veneers and whitening, without pushing for an appointment.",0
4267,Stated they had a crown fall off and wanted to know if they could get it recemented as soon as possible.,Urged them to come in to prevent further damage and scheduled an urgent appointment for the recementing.,2
4268,Inquired about getting a single tooth whitened to match the rest of their teeth after a root canal.,"Explained the internal whitening procedure and provided a cost estimate, suggesting a consultation to evaluate the case.",1
4269,Called to find out if the clinic was open on weekends and if they had a specific oral surgeon on staff.,"Confirmed the weekend hours and that the surgeon they asked about was part of the team, but did not book a visit.",0
4270,Asked if the clinic could help with a sore jaw and general teeth grinding issues.,Explained the clinic's approach to treating TMD and suggested they book an exam to determine the best course of action.,1
4271,Stated they had a broken tooth and asked for a quote for a crown and to be seen as soon as possible.,Gave a cost estimate for the crown and found an urgent appointment slot for them to come in for the repair.,2
4272,Inquired about the cost of a full mouth of veneers and how long the process takes.,"Provided a price range and a timeline for the procedure, noting that a consultation is required for an exact quote.",2
4273,Had questions about the cost and procedure for a dental implant and was interested in paying with a specific type of financing.,Gave a cost breakdown for the implant and confirmed the clinic works with the financing partner they mentioned.,2
4274,Called to check if they were in-network with a new insurance plan they had recently acquired.,Confirmed they were in-network and offered to verify their coverage for a specific procedure.,1
4275,Asked about the clinic's policies regarding late cancellations and what the fee was.,Explained the cancellation policy and the associated fee for last-minute cancellations.,0
4276,Expressed interest in getting a new set of dentures because their old ones were ill-fitting.,Scheduled them for a denture consultation to get custom-fitted dentures and a new smile.,2
4277,Inquired about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
4278,"Stated they had a painful, swollen gum and asked if they could be seen today for an emergency appointment.",Prioritized their condition as an emergency and found an immediate opening for them to come in for an assessment.,2
4279,Called to find out if the clinic was open during the upcoming holiday weekend.,Gave the office hours for the holiday weekend and confirmed which specific days the clinic would be closed.,0
4280,Expressed curiosity about the dental implant process but was just in the research phase and not ready to book.,Gave a brief overview of the procedure and offered to send them a detailed informational packet via email.,0
4281,Asked about the cost of a routine dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
4282,"Stated they had a filling fall out and needed to get it fixed urgently, asking about the soonest available appointment.",Prioritized their situation and found an emergency slot for them to come in later that same day.,2
4283,Expressed interest in orthodontic treatment but was worried about the appearance of traditional braces.,Brought up Invisalign as a discreet alternative and scheduled a free consultation to discuss it further.,2
4284,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
4285,Asked if the clinic offers sedation for dental procedures and if it's covered by insurance.,Confirmed they offer various sedation options and noted that coverage depends on the specific policy.,1
4286,Called to inquire about what age children should start seeing a dentist regularly.,Provided the recommended age range and described what a first dental visit for a child entails.,0
4287,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
4288,"Stated they have a loose filling and need to get it fixed soon, asking about the soonest available appointment.",Recognized the urgency and found an opening for a filling repair for them within the next two days.,2
4289,Asked if they can book a cleaning appointment for their child and requested a cost estimate.,Confirmed they can schedule the appointment and provided the fee for a pediatric dental cleaning.,2
4290,Expressed dissatisfaction with their current dentist and asked if this clinic was accepting new patients.,Confirmed they are accepting new patients and invited them to book a 'get to know us' consultation.,1
4291,"Had a series of questions about dental implants, including the number of appointments required and the total cost.","Provided a step-by-step overview of the implant process and gave an estimated cost range, suggesting a detailed consultation.",2
4292,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
4293,Called to request their dental records to be sent to a new clinic they were moving to.,Explained the procedure for record transfers and asked for the necessary information to complete the request.,0
4294,"Stated they had a sudden toothache and asked if they could be seen today, explaining the pain was very severe.",Immediately offered an emergency appointment time and gave them directions to the clinic.,2
4295,Expressed interest in replacing a missing tooth and asked about both bridges and implants.,Outlined the pros and cons of both options and suggested a consultation to determine the best fit for their situation.,2
4296,Had questions about the cost of a complete set of dentures and whether the clinic offers them.,"Confirmed they offer dentures and gave a price range, noting that a custom quote would require an exam.",1
4297,"Inquired about the different types of fillings available, specifically mentioning composite and amalgam.","Explained the differences between the materials and the pros and cons of each, noting that the dentist would recommend the best one.",1
4298,Called to find out if the clinic was open on Saturdays and what their earliest appointment time was.,"Provided the Saturday hours and the earliest booking slot, but no specific treatment was mentioned.",0
4299,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
4300,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
